"fileid"	"votetitle"	"fulltitle"	"policyarea"	"docref"	"dossiercommittee"	"epref"	"legalbasis"	"reporterinfo"	"reporterid"	"date"	"votescount"	"for"	"against"	"abstain"	
"1668"	"A7-0024/2011 - Estelle Grelier - Am 5 pc (après point b)"	"Conservation of fishery resources: transitional technical measures 1 January 2010 - 30 June 2011 (amend. Regulation (EC) No 1288/2009)"	"Fisheries"	"COD/2010/0255"	"PECH/7/03903"	"A7-0024/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=536&key=0"	"536"	"2011-04-06"	"680"	"181"	"467"	"32"	
"1453"	"RC-B7-0073/2011 - Am 14"	"Waste crisis in Campania, Italy"	""	"RSP/2010/2963"	""	"RC-B7-0073/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=0&key=0"	"0"	"2011-02-03"	"613"	"277"	"302"	"34"	
"1807"	"A7-0101/2011 - Sajjad Karim - Vote unique"	"Wheeled agricultural and forestry tractors: rear-mounted roll-over protection structures (repeal. Directive 86/298/EEC). Codification"	"Legal Affairs"	"COD/2010/0264"	"JURI/7/04086"	"A7-0101/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=594&key=0"	"594"	"2011-05-11"	"630"	"606"	"15"	"9"	
"1506"	"A7-0019/2011 - Ivailo Kalfin - Am 3"	"EIB loans: EU guarantee to the EIB against losses under loans and guarantees for projects outside the EU"	"Budgets"	"COD/2010/0101"	"BUDG/7/02865"	"A7-0019/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=542&key=0"	"542"	"2011-02-17"	"598"	"466"	"65"	"67"	
"1475"	"A7-0021/2011 - Klaus-Heiner Lehne - Résolution législative"	"Enhanced cooperation in the area of the creation of unitary patent protection"	"Legal Affairs"	"NLE/2010/0384"	"JURI/7/04915"	"A7-0021/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=302&key=0"	"302"	"2011-02-15"	"673"	"471"	"160"	"42"	
"1657"	"A7-0085/2011 - Sylvie Guillaume - Am 113"	"Asylum: minimum standards on procedures for granting and withdrawing international protection (repeal. Directive 2005/85/EC). Recast"	"Civil Liberties, Justice and Home Affairs"	"COD/2009/0165"	"LIBE/7/01412"	"A7-0085/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=381&key=0"	"381"	"2011-04-06"	"679"	"336"	"329"	"14"	
"1425"	"A7-0009/2011 - Charles Goerens - Am 1"	"Financing instrument for development cooperation: Banana Accompanying Measures, temporary programme 2010-2013 (amend. Regulation (EC) No 1905/2006)"	"Development"	"COD/2010/0059"	"DEVE/7/04865"	"A7-0009/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=145&key=0"	"145"	"2011-02-03"	"615"	"578"	"29"	"8"	
"2647"	"A7-0340/2011 - Jan Březina - Résolution législative"	"Euratom Framework Programme 2012-2013: nuclear waste management, nuclear safety and security; specific programme for direct actions of the JRC"	"Industry, Research and Energy"	"NLE/2011/0044"	"ITRE/7/05609"	"A7-0340/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=229&key=0"	"229"	"2011-11-15"	"643"	"502"	"119"	"22"	
"2450"	"B7-0522/2011 - § 60/2"	"Resolution on developing a common EU position ahead of the United Nations Conference on Sustainable Development (Rio+20)"	""	"RSP/2011/2733"	""	"B7-0522/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=0&key=0"	"0"	"2011-09-29"	"595"	"321"	"270"	"4"	
"2715"	"A7-0363/2011 - Mary Honeyball - Vote unique"	""	"Culture and Education"	""	""	"A7-0363/2011"	""	"&key=0"	""	"2011-12-01"	"630"	"543"	"83"	"4"	
"1661"	"A7-0017/2011 - João Ferreira - Am 12"	"Common Fisheries Policy CFP: Community financial measures for the implementation of the CFP and in the area of the Law of the Sea (amend. Regulation (EC) No 861/2006)"	"Fisheries"	"COD/2010/0080"	"PECH/7/02824"	"A7-0017/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=599&key=0"	"599"	"2011-04-06"	"674"	"109"	"503"	"62"	
"2143"	"A7-0183/2011 - Elisa Ferreira - Am 2/2"	"Economic and Monetary Union EMU: prevention and correction of macroeconomic imbalances"	"Economic and Monetary Affairs"	"COD/2010/0281"	"ECON/7/04124"	"A7-0183/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=694&key=0"	"694"	"2011-06-23"	"664"	"558"	"85"	"21"	
"1522"	"RC-B7-0097/2011 - § 23/1"	"Resolution on Europe 2020"	""	"RSP/2010/3013"	""	"RC-B7-0097/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=0&key=0"	"0"	"2011-02-17"	"606"	"561"	"29"	"16"	
"1665"	"A7-0024/2011 - Estelle Grelier - Am 7 (Bloc 1)"	"Conservation of fishery resources: transitional technical measures 1 January 2010 - 30 June 2011 (amend. Regulation (EC) No 1288/2009)"	"Fisheries"	"COD/2010/0255"	"PECH/7/03903"	"A7-0024/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=536&key=0"	"536"	"2011-04-06"	"680"	"651"	"19"	"10"	
"2699"	"A7-0362/2011 - Isabella Lövin - § 12/1"	"Combating illegal fishing at the global level - the role of the EU"	"Fisheries"	"INI/2010/2210"	"PECH/7/03557"	"A7-0362/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=571&key=0"	"571"	"2011-11-17"	"539"	"510"	"24"	"5"	
"2328"	"A7-0228/2011 - Pervenche Berès - § 95"	"Financial, economic and social crisis: recommendations concerning the measures and initiatives to be taken. Final report"	"The financial, economic and social crisis"	"INI/2010/2242"	"CRIS/7/04317"	"A7-0228/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=30&key=0"	"30"	"2011-07-06"	"655"	"573"	"72"	"10"	
"2452"	"B7-0522/2011 - Am 15 S"	"Resolution on developing a common EU position ahead of the United Nations Conference on Sustainable Development (Rio+20)"	""	"RSP/2011/2733"	""	"B7-0522/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=0&key=0"	"0"	"2011-09-29"	"583"	"69"	"504"	"10"	
"2772"	"A7-0428/2011 - Krzysztof Lisek - § 37"	""	"Foreign Affairs"	""	""	"A7-0428/2011"	""	"&key=0"	""	"2011-12-14"	"678"	"545"	"108"	"25"	
"1756"	"A7-0094/2011 - Ville Itälä - Am 11"	"2009 discharge: EU general budget, European Parliament"	"Budgetary Control"	"DEC/2010/2143"	"CONT/7/03739"	"A7-0094/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=482&key=0"	"482"	"2011-05-10"	"647"	"106"	"512"	"29"	
"1795"	"A7-0069/2011 - Vital Moreira - Am 42"	"Emergency autonomous trade preferences for Pakistan"	"International Trade"	"COD/2010/0289"	"INTA/7/04282"	"A7-0069/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=700&key=0"	"700"	"2011-05-10"	"632"	"259"	"366"	"7"	
"2421"	"A7-0311/2011 - Barbara Matera - Vote unique"	"Mobilisation of the European Globalisation Adjustment Fund: redundancies in automotive industry in Germany"	"Budgets"	"BUD/2011/2163"	"BUDG/7/06619"	"A7-0311/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=314&key=0"	"314"	"2011-09-28"	"646"	"555"	"65"	"26"	
"2204"	"A7-0214/2011 - Romana Jordan Cizelj - Am 120"	"Management of spent fuel and radioactive waste: EU legal framework"	"Industry, Research and Energy"	"NLE/2010/0306"	"ITRE/7/04422"	"A7-0214/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=610&key=0"	"610"	"2011-06-23"	"639"	"213"	"410"	"16"	
"2805"	"A7-0427/2011 - George Sabin Cutaş - Considérant N/2"	""	"International Trade"	""	""	"A7-0427/2011"	""	"&key=0"	""	"2011-12-15"	"619"	"380"	"225"	"14"	
"1590"	"B7-0165/2011 - § 8"	"Resolution on the European Strategy for the Atlantic Region"	""	"RSP/2011/2513"	""	"B7-0165/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=0&key=0"	"0"	"2011-03-09"	"662"	"607"	"19"	"36"	
"1511"	"RC-B7-0120/2011 - § 15/1"	"Resolution on the situation in Egypt"	""	"RSP/2011/2555"	""	"RC-B7-0120/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=0&key=0"	"0"	"2011-02-17"	"614"	"558"	"48"	"8"	
"2353"	"RC-B7-0236/2011 - Résolution"	"Lessons to be drawn for nuclear safety in Europe following the nuclear accident in Japan"	""	"RSP/2011/2650"	""	"RC-B7-0236/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=0&key=0"	"0"	"2011-04-07"	"625"	"264"	"300"	"61"	
"2676"	"B7-0571/2011 - § 22/1"	"Climate change conference in Durban"	""	"RSP/2011/2646"	""	"B7-0571/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=0&key=0"	"0"	"2011-11-16"	"656"	"621"	"27"	"8"	
"1656"	"A7-0085/2011 - Sylvie Guillaume - Am 109"	"Asylum: minimum standards on procedures for granting and withdrawing international protection (repeal. Directive 2005/85/EC). Recast"	"Civil Liberties, Justice and Home Affairs"	"COD/2009/0165"	"LIBE/7/01412"	"A7-0085/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=381&key=0"	"381"	"2011-04-06"	"677"	"339"	"322"	"16"	
"1731"	"A7-0134/2011 - Jorgo Chatzimarkakis - Am 1"	"2009 discharge: EU general budget, Section III, Commission"	"Budgetary Control"	"DEC/2010/2142"	"CONT/7/03660"	"A7-0134/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=140&key=0"	"140"	"2011-05-10"	"662"	"494"	"158"	"10"	
"1449"	"A7-0229/2010 - Karl-Heinz Florenz - Résolution législative"	"Waste electrical and electronic equipment WEEE (repeal. Directive 2002/96/EC). Recast"	"Environment, Public Health and Food Safety"	"COD/2008/0241"	"ENVI/7/00137"	"A7-0229/2010"	""	"http://www.itsyourparliament.eu/api/mep.php?id=256&key=0"	"256"	"2011-02-03"	"639"	"580"	"37"	"22"	
"1455"	"RC-B7-0073/2011 - Am 16"	"Waste crisis in Campania, Italy"	""	"RSP/2010/2963"	""	"RC-B7-0073/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=0&key=0"	"0"	"2011-02-03"	"623"	"227"	"370"	"26"	
"1464"	"RC-B7-0073/2011 - Am 8S"	"Waste crisis in Campania, Italy"	""	"RSP/2010/2963"	""	"RC-B7-0073/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=0&key=0"	"0"	"2011-02-03"	"622"	"225"	"362"	"35"	
"1798"	"A7-0148/2011 - Carl Schlyter - Résolution législative"	"Bilateral investment agreements between Member States and third countries: transitional arrangements"	"International Trade"	"COD/2010/0197"	"INTA/7/02444"	"A7-0148/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=573&key=0"	"573"	"2011-05-10"	"605"	"345"	"246"	"14"	
"1438"	"B7-0074/2011 - § 4/3"	"Agreements on trade in bananas"	""	"RSP/2010/2821"	""	"B7-0074/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=0&key=0"	"0"	"2011-02-03"	"594"	"492"	"90"	"12"	
"1415"	"A7-0376/2010 - Daciana Octavia Sârbu - § 14/3"	"Recognition of agriculture as a strategic sector in the context of food security"	"Agriculture and Rural Development"	"INI/2010/2112"	"AGRI/7/02735"	"A7-0376/2010"	""	"http://www.itsyourparliament.eu/api/mep.php?id=80&key=0"	"80"	"2011-01-18"	"669"	"282"	"339"	"48"	
"2239"	"A7-0202/2011 - Albert Deß - Am 24"	"CAP towards 2020: meeting the food, natural resources and territorial challenges of the future"	"Agriculture and Rural Development"	"INI/2011/2051"	"AGRI/7/04498"	"A7-0202/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=247&key=0"	"247"	"2011-06-23"	"576"	"61"	"506"	"9"	
"1642"	"A7-0065/2011 - Eva-Britt Svensson - Considérant O"	"Priorities and outline of a new EU policy framework to fight violence against women"	"Women’s Rights and Gender Equality"	"INI/2010/2209"	"FEMM/7/03824"	"A7-0065/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=457&key=0"	"457"	"2011-04-05"	"652"	"551"	"84"	"17"	
"2811"	"RC-B7-0727/2011 - § 11"	""	""	""	""	"RC-B7-0727/2011"	""	"&key=0"	""	"2011-12-15"	"587"	"452"	"128"	"7"	
"2417"	"A7-0264/2011 - Dieter-Lebrecht Koch - § 4"	"European road safety 2011-2020"	"Transport and Tourism"	"INI/2010/2235"	"TRAN/7/04276"	"A7-0264/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=486&key=0"	"486"	"2011-09-27"	"663"	"413"	"233"	"17"	
"1476"	"A7-0001/2011 - Ivo Belet - Proposition modifiée"	"Case of nuclear accident or other radiological emergency: maximum permitted levels of radioactive contamination of foodstuffs and of feedingstuffs (repeal. Regulation (Euratom) No 3954/87). Recast"	"Industry, Research and Energy"	"CNS/2010/0098"	"ITRE/7/02810"	"A7-0001/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=225&key=0"	"225"	"2011-02-15"	"671"	"507"	"113"	"51"	
"1579"	"A7-0026/2011 - Martin Häusling - § 15/1"	"EU protein deficit: what solution for a long standing problem?"	"Agriculture and Rural Development"	"INI/2010/2111"	"AGRI/7/02734"	"A7-0026/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=568&key=0"	"568"	"2011-03-08"	"647"	"578"	"69"	"0"	
"2736"	"B7-0615/2011 - § 22/5"	""	""	""	""	"B7-0615/2011"	""	"&key=0"	""	"2011-12-01"	"603"	"369"	"206"	"28"	
"2259"	"A7-0170/2011 - Corinne Lepage - Am 36"	"Genetically modified organisms GMOs: possibility for the Member States to restrict or prohibit the cultivation of GMOs in their territory (amend. Directive 2001/18/EC)"	"Environment, Public Health and Food Safety"	"COD/2010/0208"	"ENVI/7/03483"	"A7-0170/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=161&key=0"	"161"	"2011-07-05"	"659"	"272"	"377"	"10"	
"2472"	"A7-0263/2011 - Ádám Kósa - § 53"	"Mobility and inclusion of people with disabilities and the European Disability Strategy 2010-2020"	"Employment and Social Affairs"	"INI/2010/2272"	"EMPL/7/04568"	"A7-0263/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=487&key=0"	"487"	"2011-10-25"	"658"	"362"	"273"	"23"	
"1824"	"B7-0291/2011 - Am 11/1"	"Free Trade Agreement with India"	""	"RSP/2011/2620"	""	"B7-0291/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=0&key=0"	"0"	"2011-05-11"	"671"	"641"	"12"	"18"	
"2769"	"A7-0428/2011 - Krzysztof Lisek - § 29"	""	"Foreign Affairs"	""	""	"A7-0428/2011"	""	"&key=0"	""	"2011-12-14"	"693"	"543"	"131"	"19"	
"2762"	"A7-0428/2011 - Krzysztof Lisek - § 3/2"	""	"Foreign Affairs"	""	""	"A7-0428/2011"	""	"&key=0"	""	"2011-12-14"	"687"	"539"	"117"	"31"	
"2211"	"A7-0214/2011 - Romana Jordan Cizelj - Am 136/1"	"Management of spent fuel and radioactive waste: EU legal framework"	"Industry, Research and Energy"	"NLE/2010/0306"	"ITRE/7/04422"	"A7-0214/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=610&key=0"	"610"	"2011-06-23"	"646"	"322"	"314"	"10"	
"2483"	"A7-0323/2011 - Gunnar Hökmark - Résolution"	"Global Economic Governance"	"Economic and Monetary Affairs"	"INI/2011/2011"	"ECON/7/04780"	"A7-0323/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=273&key=0"	"273"	"2011-10-25"	"653"	"476"	"105"	"72"	
"1865"	"A7-0112/2011 - Marietje Schaake - § 50/2"	"Cultural dimensions of the EU's external actions"	"Culture and Education"	"INI/2010/2161"	"CULT/7/03656"	"A7-0112/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=172&key=0"	"172"	"2011-05-12"	"597"	"514"	"73"	"10"	
"2243"	"A7-0234/2011 - Barbara Matera - Vote unique"	"Mobilisation of the European Globalisation Adjustment Fund: redundancies in the shilbuilding sector in Denmark"	"Budgets"	"BUD/2011/2093"	"BUDG/7/05993"	"A7-0234/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=314&key=0"	"314"	"2011-07-05"	"666"	"575"	"61"	"30"	
"2692"	"A7-0360/2011 - Jan Březina - Am 31"	"Euratom Framework Programme 2012-2013: nuclear research and training activities"	"Industry, Research and Energy"	"NLE/2011/0046"	"ITRE/7/05611"	"A7-0360/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=229&key=0"	"229"	"2011-11-17"	"588"	"273"	"300"	"15"	
"2245"	"A7-0233/2011 - Sidonia Elżbieta Jędrzejewska - Vote unique"	"Amending budget 2/2011: mobilisation of the EU Solidarity Fund; flooding in Slovenia, Croatia and Czech Republic"	"Budgets"	"BUD/2011/2065"	"BUDG/7/05755"	"A7-0233/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=279&key=0"	"279"	"2011-07-05"	"669"	"619"	"39"	"11"	
"2803"	"A7-0427/2011 - George Sabin Cutaş - Considérant L"	""	"International Trade"	""	""	"A7-0427/2011"	""	"&key=0"	""	"2011-12-15"	"621"	"421"	"189"	"11"	
"1434"	"B7-0074/2011 - Am 5"	"Agreements on trade in bananas"	""	"RSP/2010/2821"	""	"B7-0074/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=0&key=0"	"0"	"2011-02-03"	"642"	"137"	"466"	"39"	
"2752"	"A7-0246/2011 - Bill Newton Dunn - Résolution législative"	""	"Environment, Public Health and Food Safety"	""	""	"A7-0246/2011"	""	"&key=0"	""	"2011-12-14"	"653"	"631"	"18"	"4"	
"2482"	"A7-0323/2011 - Gunnar Hökmark - Considérant W"	"Global Economic Governance"	"Economic and Monetary Affairs"	"INI/2011/2011"	"ECON/7/04780"	"A7-0323/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=273&key=0"	"273"	"2011-10-25"	"661"	"255"	"358"	"48"	
"2349"	"RC-B7-0236/2011 - Am 10/1"	"Lessons to be drawn for nuclear safety in Europe following the nuclear accident in Japan"	""	"RSP/2011/2650"	""	"RC-B7-0236/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=0&key=0"	"0"	"2011-04-07"	"624"	"251"	"326"	"47"	
"1819"	"B7-0291/2011 - Am 2"	"Free Trade Agreement with India"	""	"RSP/2011/2620"	""	"B7-0291/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=0&key=0"	"0"	"2011-05-11"	"666"	"263"	"395"	"8"	
"2275"	"A7-0219/2011 - Bas Eickhout - § 102/2"	"Analysis of options to move beyond 20% greenhouse gas emission reductions and assessing the risk of carbon leakage"	"Environment, Public Health and Food Safety"	"INI/2011/2012"	"ENVI/7/03759"	"A7-0219/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=113&key=0"	"113"	"2011-07-05"	"667"	"577"	"82"	"8"	
"1429"	"B7-0074/2011 - Am 3"	"Agreements on trade in bananas"	""	"RSP/2010/2821"	""	"B7-0074/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=0&key=0"	"0"	"2011-02-03"	"638"	"122"	"480"	"36"	
"2804"	"A7-0427/2011 - George Sabin Cutaş - Considérant N/1"	""	"International Trade"	""	""	"A7-0427/2011"	""	"&key=0"	""	"2011-12-15"	"616"	"608"	"5"	"3"	
"1826"	"B7-0291/2011 - Am 12"	"Free Trade Agreement with India"	""	"RSP/2011/2620"	""	"B7-0291/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=0&key=0"	"0"	"2011-05-11"	"673"	"323"	"335"	"15"	
"2399"	"A7-0303/2011 - Barbara Matera - Vote unique"	"Mobilisation of the European Globalisation Adjustment Fund: redundancies in the graphic media industry in the Netherlands (Zuid-Holland and Utrecht)"	"Budgets"	"BUD/2011/2136"	"BUDG/7/06366"	"A7-0303/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=314&key=0"	"314"	"2011-09-14"	"659"	"573"	"64"	"22"	
"2196"	"A7-0182/2011 - Carl Haglund - Proposition modifiée"	"Euro area: enforcement measures to correct excessive macroeconomic imbalances"	"Economic and Monetary Affairs"	"COD/2010/0279"	"ECON/7/04118"	"A7-0182/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=146&key=0"	"146"	"2011-06-23"	"657"	"368"	"80"	"209"	
"1735"	"A7-0134/2011 - Jorgo Chatzimarkakis - § 79"	"2009 discharge: EU general budget, Section III, Commission"	"Budgetary Control"	"DEC/2010/2142"	"CONT/7/03660"	"A7-0134/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=140&key=0"	"140"	"2011-05-10"	"643"	"303"	"330"	"10"	
"1575"	"A7-0026/2011 - Martin Häusling - § 10/1"	"EU protein deficit: what solution for a long standing problem?"	"Agriculture and Rural Development"	"INI/2010/2111"	"AGRI/7/02734"	"A7-0026/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=568&key=0"	"568"	"2011-03-08"	"656"	"620"	"36"	"0"	
"2157"	"A7-0184/2011 - Vicky Ford - Am 2/3"	"Economic and Monetary Union EMU: requirements for budgetary frameworks of the Member States"	"Economic and Monetary Affairs"	"NLE/2010/0277"	"ECON/7/04127"	"A7-0184/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=643&key=0"	"643"	"2011-06-23"	"663"	"405"	"214"	"44"	
"1700"	"A7-0150/2011 - Georgios Stavrakakis - Vote unique"	"2009 discharge: European Police College CEPOL"	"Budgetary Control"	"DEC/2010/2181"	"CONT/7/04061"	"A7-0150/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=559&key=0"	"559"	"2011-05-10"	"588"	"569"	"9"	"10"	
"2397"	"A7-0277/2011 - Barbara Matera - Vote unique"	"Mobilisation of the European Globalisation Adjustment Fund: redundancies in the metal sector in Austria"	"Budgets"	"BUD/2011/2124"	"BUDG/7/06291"	"A7-0277/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=314&key=0"	"314"	"2011-09-14"	"645"	"558"	"64"	"23"	
"2304"	"A7-0237/2011 - Tanja Fajon - Vote unique"	"External borders: list of travel documents (with or without visa) for crossing the external borders; setting up a mechanism for establishing this list"	"Civil Liberties, Justice and Home Affairs"	"COD/2010/0325"	"LIBE/7/04516"	"A7-0237/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=38&key=0"	"38"	"2011-07-06"	"654"	"594"	"16"	"44"	
"2337"	"RC-B7-0397/2011 - Am 2"	"Resolution on the Scheme for food distribution to the most deprived persons in the Union"	""	"RSP/2011/2722"	""	"RC-B7-0397/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=0&key=0"	"0"	"2011-07-07"	"618"	"82"	"425"	"111"	
"1772"	"A7-0138/2011 - Crescenzio Rivellini - Décision"	"2009 discharge: EU general budget, Court of Auditors"	"Budgetary Control"	"DEC/2010/2146"	"CONT/7/03948"	"A7-0138/2011"	""	"http://www.itsyourparliament.eu/api/mep.php?id=500&key=0"	"500"	"2011-05-10"	"659"	"571"	"78"	"10"	
