"Vote" "Order" "X" "Date" "Title" "Procedure" "Leg.NonLeg" "Policy.Area" "RCV" "Result" "Yaes" "Nays" "Abstentions" "Period" "ALDE" "EPP_ED" "SOC" "CoalAE" "CoalAS" "CoalES"
"1130" 1131 40 39 2005-11-17 "REACH" "COD ***I" "Leg" "Environment & public health" "RCV" "+" "268" 326 13 "2005-09-01" 0 1 0 0 1 0
"1131" 1132 40 40 2005-11-17 "REACH" "COD ***I" "Leg" "Environment & public health" "RCV" "-" "327" 272 7 "2005-09-01" 1 1 0 1 0 0
"1132" 1133 40 41 2005-11-17 "REACH" "COD ***I" "Leg" "Environment & public health" "RCV" "+" "268" 322 15 "2005-09-01" 0 1 0 0 1 0
"1133" 1134 40 42 2005-11-17 "REACH" "COD ***I" "Leg" "Environment & public health" "RCV" "-" "344" 245 2 "2005-09-01" 1 1 0 1 0 0
"1134" 1135 40 43 2005-11-17 "REACH" "COD ***I" "Leg" "Environment & public health" "RCV" "+" "84" 496 17 "2005-09-01" 0 0 0 1 1 1
"1135" 1136 40 44 2005-11-17 "REACH" "COD ***I" "Leg" "Environment & public health" "RCV" "+" "243" 338 18 "2005-09-01" 0 0 1 1 0 0
"1136" 1137 40 45 2005-11-17 "REACH" "COD ***I" "Leg" "Environment & public health" "RCV" "+" "247" 331 19 "2005-09-01" 0 0 1 1 0 0
"1137" 1138 40 46 2005-11-17 "REACH" "COD ***I" "Leg" "Environment & public health" "RCV" "+" "327" 264 7 "2005-09-01" 0 1 0 0 1 0
"1138" 1139 40 47 2005-11-17 "REACH" "COD ***I" "Leg" "Environment & public health" "RCV" "-" "287" 294 10 "2005-09-01" 0 1 0 0 1 0
"1139" 1140 40 48 2005-11-17 "REACH" "COD ***I" "Leg" "Environment & public health" "RCV" "+" "459" 132 8 "2005-09-01" 0 1 1 0 0 1
"1140" 1141 40 49 2005-11-17 "REACH" "COD ***I" "Leg" "Environment & public health" "RCV" "-" "264" 321 9 "2005-09-01" 0 1 0 0 1 0
"1141" 1142 40 50 2005-11-17 "REACH" "COD ***I" "Leg" "Environment & public health" "RCV" "-" "91" 494 14 "2005-09-01" 0 0 0 1 1 1
"1142" 1143 40 51 2005-11-17 "REACH" "COD ***I" "Leg" "Environment & public health" "RCV" "-" "238" 352 7 "2005-09-01" 0 0 1 1 0 0
"1143" 1144 40 52 2005-11-17 "REACH" "COD ***I" "Leg" "Environment & public health" "RCV" "-" "224" 369 6 "2005-09-01" 0 0 1 1 0 0
"1144" 1145 40 53 2005-11-17 "REACH" "COD ***I" "Leg" "Environment & public health" "RCV" "+" "291" 281 25 "2005-09-01" 0 1 0 0 1 0
"1145" 1146 40 54 2005-11-17 "REACH" "COD ***I" "Leg" "Environment & public health" "RCV" "-" "286" 288 26 "2005-09-01" 0 1 0 0 1 0
"1146" 1147 40 55 2005-11-17 "REACH" "COD ***I" "Leg" "Environment & public health" "RCV" "-" "251" 312 36 "2005-09-01" 0 1 0 0 1 0
"1147" 1148 40 56 2005-11-17 "REACH" "COD ***I" "Leg" "Environment & public health" "RCV" "-" "260" 297 42 "2005-09-01" 0 1 0 0 1 0
"1148" 1149 40 57 2005-11-17 "REACH" "COD ***I" "Leg" "Environment & public health" "RCV" "-" "229" 353 15 "2005-09-01" 0 0 1 1 0 0
"1149" 1150 40 58 2005-11-17 "REACH" "COD ***I" "Leg" "Environment & public health" "RCV" "-" "104" 481 18 "2005-09-01" 0 0 0 1 1 1
"1150" 1151 40 59 2005-11-17 "REACH" "COD ***I" "Leg" "Environment & public health" "RCV" "-" "254" 329 5 "2005-09-01" 0 0 1 1 0 0
"1151" 1152 40 60 2005-11-17 "REACH" "COD ***I" "Leg" "Environment & public health" "RCV" "-" "264" 317 11 "2005-09-01" 0 1 0 0 1 0
"1152" 1153 40 61 2005-11-17 "REACH" "COD ***I" "Leg" "Environment & public health" "RCV" "-" "253" 328 18 "2005-09-01" 0 0 1 1 0 0
"1153" 1154 40 62 2005-11-17 "REACH" "COD ***I" "Leg" "Environment & public health" "RCV" "-" "259" 322 13 "2005-09-01" 0 1 0 0 1 0
"1154" 1155 40 63 2005-11-17 "REACH" "COD ***I" "Leg" "Environment & public health" "RCV" "-" "276" 299 24 "2005-09-01" 0 1 0 0 1 0
"1155" 1156 40 64 2005-11-17 "REACH" "COD ***I" "Leg" "Environment & public health" "RCV" "+" "300" 290 10 "2005-09-01" 0 1 0 0 1 0
"1156" 1157 40 65 2005-11-17 "REACH" "COD ***I" "Leg" "Environment & public health" "RCV" "+" "507" 90 5 "2005-09-01" 1 1 1 1 1 1
"1157" 1158 40 66 2005-11-17 "REACH" "COD ***I" "Leg" "Environment & public health" "RCV" "-" "272" 324 7 "2005-09-01" 0 1 0 0 1 0
"1158" 1159 40 67 2005-11-17 "REACH" "COD ***I" "Leg" "Environment & public health" "RCV" "+" "509" 88 2 "2005-09-01" 1 1 1 1 1 1
"1159" 1160 40 68 2005-11-17 "REACH" "COD ***I" "Leg" "Environment & public health" "RCV" "+" "407" 155 41 "2005-09-01" 1 1 1 1 1 1
"1160" 1161 40 69 2005-11-17 "REACH" "COD ***I" "Leg" "Environment & public health" "RCV" "+" "398" 148 36 "2005-09-01" 1 1 1 1 1 1
"1161" 1162 40 1 2005-11-17 "Arms exports" "INI" "Non" "Foreign & security policy" "RCV" "-" "61" 379 8 "2005-09-01" 0 0 0 1 1 1
"1162" 1163 40 2 2005-11-17 "Arms exports" "INI" "Non" "Foreign & security policy" "RCV" "-" "46" 405 2 "2005-09-01" 0 0 0 1 1 1
"1163" 1164 40 3 2005-11-17 "Arms exports" "INI" "Non" "Foreign & security policy" "RCV" "-" "60" 389 9 "2005-09-01" 0 0 0 1 1 1
"1164" 1165 40 4 2005-11-17 "Arms exports" "INI" "Non" "Foreign & security policy" "RCV" "-" "35" 398 46 "2005-09-01" 0 0 0 1 1 1
"1165" 1166 40 5 2005-11-17 "Arms exports" "INI" "Non" "Foreign & security policy" "RCV" "-" "43" 398 45 "2005-09-01" 0 0 0 1 1 1
"1166" 1167 40 6 2005-11-17 "Arms exports" "INI" "Non" "Foreign & security policy" "RCV" "-" "39" 427 16 "2005-09-01" 0 0 0 1 1 1
"1167" 1168 40 7 2005-11-17 "Arms exports" "INI" "Non" "Foreign & security policy" "RCV" "-" "36" 426 13 "2005-09-01" 0 0 0 1 1 1
"1168" 1169 40 8 2005-11-17 "Arms exports" "INI" "Non" "Foreign & security policy" "RCV" "-" "71" 399 8 "2005-09-01" 0 0 0 1 1 1
"1169" 1170 40 9 2005-11-17 "Arms exports" "INI" "Non" "Foreign & security policy" "RCV" "-" "42" 391 48 "2005-09-01" 0 0 0 1 1 1
"1170" 1171 40 10 2005-11-17 "Arms exports" "INI" "Non" "Foreign & security policy" "RCV" "+" "385" 75 14 "2005-09-01" 1 1 1 1 1 1
"1171" 1172 40 1 2005-11-17 "Defence procurement" "INI" "Non" "Internal market & consumer protection" "RCV" "+" "368" 95 8 "2005-09-01" 1 1 1 1 1 1
"1172" 1173 40 2 2005-11-17 "Defence procurement" "INI" "Non" "Internal market & consumer protection" "RCV" "+" "392" 77 7 "2005-09-01" 1 1 1 1 1 1
"1173" 1174 40 1 2005-11-17 "Access to humanitarian aid in Kashm" "RSP" "Non" "Foreign & security policy" "RCV" "+" "52" 25 6 "2005-09-01" 1 1 0 1 0 0
"1174" 1175 40 1 2005-11-17 "Philippines (the sentencing to deat" "RSP" "Non" "Foreign & security policy" "RCV" "-" "12" 52 7 "2005-09-01" 0 0 0 1 1 1
"1175" 1176 40 2 2005-11-17 "Philippines (the sentencing to deat" "RSP" "Non" "Foreign & security policy" "RCV" "-" "7" 60 12 "2005-09-01" 0 0 0 1 1 1
"1176" 1177 40 1 2005-11-17 "Burma/Myanmar" "RSP" "Non" "Foreign & security policy" "RCV" "+" "74" 3 2 "2005-09-01" 1 1 1 1 1 1
"1177" 1178 40 1 2005-11-17 "Development strategy for Africa" "INI" "Non" "Development" "RCV" "+" "52" 19 0 "2005-09-01" 1 1 1 1 1 1
"1178" 1179 40 2 2005-11-17 "Development strategy for Africa" "INI" "Non" "Development" "RCV" "-" "21" 51 0 "2005-09-01" 0 0 0 1 1 1
"1179" 1180 40 1 2005-11-17 "Community development policy" "INI" "Non" "Development" "RCV" "-" "19" 53 1 "2005-09-01" 0 0 0 1 1 1
"1180" 1181 41 1 2005-12-01 "Compulsory licensing for pharmaceut" "COD ***I" "Leg" "International trade" "RCV" "+" "543" 21 35 "2005-09-01" 1 1 1 1 1 1
"1181" 1182 41 1 2005-12-01 "Bird flu" "CNS *" "Leg" "Agriculture" "RCV" "+" "297" 296 14 "2005-09-01" 0 1 0 0 1 0
"1182" 1183 41 2 2005-12-01 "Bird flu" "CNS *" "Leg" "Agriculture" "RCV" "+" "299" 264 11 "2005-09-01" 0 1 0 0 1 0
"1183" 1184 41 3 2005-12-01 "Bird flu" "CNS *" "Leg" "Agriculture" "RCV" "-" "293" 305 9 "2005-09-01" 0 1 0 0 1 0
"1184" 1185 41 4 2005-12-01 "Bird flu" "CNS *" "Leg" "Agriculture" "RCV" "+" "302" 298 7 "2005-09-01" 0 1 0 0 1 0
"1185" 1186 41 5 2005-12-01 "Bird flu" "CNS *" "Leg" "Agriculture" "RCV" "-" "288" 310 9 "2005-09-01" 0 1 0 0 1 0
"1186" 1187 41 6 2005-12-01 "Bird flu" "CNS *" "Leg" "Agriculture" "RCV" "+" "303" 302 7 "2005-09-01" 0 1 0 0 1 0
"1187" 1188 41 1 2005-12-01 "VAT refunds" "CNS *" "Leg" "Economics" "RCV" "+" "512" 81 10 "2005-09-01" 0 1 1 0 0 1
"1188" 1189 41 1 2005-12-01 "Preparation for the WTO conference" "RSP" "Non" "International trade" "RCV" "-" "267" 334 11 "2005-09-01" 0 0 1 1 0 0
"1189" 1190 41 2 2005-12-01 "Preparation for the WTO conference" "RSP" "Non" "International trade" "RCV" "-" "230" 372 13 "2005-09-01" 0 0 1 1 0 0
"1190" 1191 41 3 2005-12-01 "Preparation for the WTO conference" "RSP" "Non" "International trade" "RCV" "-" "275" 301 31 "2005-09-01" 0 0 1 1 0 0
"1191" 1192 41 4 2005-12-01 "Preparation for the WTO conference" "RSP" "Non" "International trade" "RCV" "-" "253" 338 32 "2005-09-01" 0 0 1 1 0 0
"1192" 1193 41 5 2005-12-01 "Preparation for the WTO conference" "RSP" "Non" "International trade" "RCV" "-" "270" 313 26 "2005-09-01" 0 0 1 1 0 0
"1193" 1194 41 6 2005-12-01 "Preparation for the WTO conference" "RSP" "Non" "International trade" "RCV" "+" "475" 106 14 "2005-09-01" 1 1 1 1 1 1
"1194" 1195 41 1 2005-12-01 "Applying competition rules to marit" "INI" "Non" "Transport & tourism" "RCV" "-" "171" 430 3 "2005-09-01" 1 0 0 0 0 1
"1195" 1196 41 2 2005-12-01 "Applying competition rules to marit" "INI" "Non" "Transport & tourism" "RCV" "+" "428" 148 26 "2005-09-01" 0 1 1 0 0 1
"1196" 1197 41 3 2005-12-01 "Applying competition rules to marit" "INI" "Non" "Transport & tourism" "RCV" "-" "176" 405 17 "2005-09-01" 1 0 0 0 0 1
"1197" 1198 41 4 2005-12-01 "Applying competition rules to marit" "INI" "Non" "Transport & tourism" "RCV" "+" "443" 153 16 "2005-09-01" 0 1 1 0 0 1
"1198" 1199 41 5 2005-12-01 "Applying competition rules to marit" "INI" "Non" "Transport & tourism" "RCV" "-" "169" 428 16 "2005-09-01" 1 0 0 0 0 1
"1199" 1200 41 6 2005-12-01 "Applying competition rules to marit" "INI" "Non" "Transport & tourism" "RCV" "+" "455" 131 31 "2005-09-01" 0 1 1 0 0 1
"1200" 1201 41 7 2005-12-01 "Applying competition rules to marit" "INI" "Non" "Transport & tourism" "RCV" "+" "408" 139 62 "2005-09-01" 0 1 1 0 0 1
"1201" 1202 42 1 2005-12-13 "Beer imports into Finland" "CNS *" "Leg" "Economics" "RCV" "+" "484" 15 14 "2005-09-01" 1 1 1 1 1 1
"1202" 1203 42 1 2005-12-13 "Batteries, accumulators and their w" "COD ***II" "Leg" "Environment & public health" "RCV" "-" "272" 328 7 "2005-09-01" 0 0 1 1 0 0
"1203" 1204 42 2 2005-12-13 "Batteries, accumulators and their w" "COD ***II" "Leg" "Environment & public health" "RCV" "+" "578" 26 4 "2005-09-01" 1 1 1 1 1 1
"1204" 1205 42 3 2005-12-13 "Batteries, accumulators and their w" "COD ***II" "Leg" "Environment & public health" "RCV" "-" "268" 327 4 "2005-09-01" 0 0 1 1 0 0
"1205" 1206 42 4 2005-12-13 "Batteries, accumulators and their w" "COD ***II" "Leg" "Environment & public health" "RCV" "-" "325" 277 13 "2005-09-01" 1 0 1 0 1 0
"1206" 1207 42 5 2005-12-13 "Batteries, accumulators and their w" "COD ***II" "Leg" "Environment & public health" "RCV" "+" "373" 233 9 "2005-09-01" 1 0 1 0 1 0
"1207" 1208 42 6 2005-12-13 "Batteries, accumulators and their w" "COD ***II" "Leg" "Environment & public health" "RCV" "-" "76" 514 24 "2005-09-01" 0 0 0 1 1 1
"1208" 1209 42 7 2005-12-13 "Batteries, accumulators and their w" "COD ***II" "Leg" "Environment & public health" "RCV" "-" "242" 339 15 "2005-09-01" 0 0 1 1 0 0
"1209" 1210 42 8 2005-12-13 "Batteries, accumulators and their w" "COD ***II" "Leg" "Environment & public health" "RCV" "-" "251" 342 16 "2005-09-01" 0 0 1 1 0 0
"1210" 1211 42 9 2005-12-13 "Batteries, accumulators and their w" "COD ***II" "Leg" "Environment & public health" "RCV" "-" "255" 337 15 "2005-09-01" 0 0 1 1 0 0
"1211" 1212 42 10 2005-12-13 "Batteries, accumulators and their w" "COD ***II" "Leg" "Environment & public health" "RCV" "-" "264" 329 16 "2005-09-01" 0 0 1 1 0 0
"1212" 1213 42 11 2005-12-13 "Batteries, accumulators and their w" "COD ***II" "Leg" "Environment & public health" "RCV" "-" "265" 322 14 "2005-09-01" 0 0 1 1 0 0
"1213" 1214 42 12 2005-12-13 "Batteries, accumulators and their w" "COD ***II" "Leg" "Environment & public health" "RCV" "-" "238" 324 13 "2005-09-01" 0 0 1 1 0 0
"1214" 1215 42 13 2005-12-13 "Batteries, accumulators and their w" "COD ***II" "Leg" "Environment & public health" "RCV" "-" "240" 360 16 "2005-09-01" 0 0 1 1 0 0
"1215" 1216 42 14 2005-12-13 "Batteries, accumulators and their w" "COD ***II" "Leg" "Environment & public health" "RCV" "-" "344" 260 5 "2005-09-01" 1 0 1 0 1 0
"1216" 1217 42 15 2005-12-13 "Batteries, accumulators and their w" "COD ***II" "Leg" "Environment & public health" "RCV" "-" "112" 485 10 "2005-09-01" 0 0 0 1 1 1
"1217" 1218 42 1 2005-12-13 "Energy end-use efficiency" "COD ***II" "Leg" "Industry, research & energy" "RCV" "+" "582" 13 18 "2005-09-01" 1 1 1 1 1 1
"1218" 1219 42 1 2005-12-13 "Markets in financial instruments" "COD ***I" "Leg" "Economics" "RCV" "+" "533" 17 21 "2005-09-01" 1 1 1 1 1 1
"1219" 1220 42 2 2005-12-13 "Markets in financial instruments" "COD ***I" "Leg" "Economics" "RCV" "+" "508" 16 23 "2005-09-01" 1 1 1 1 1 1
"1220" 1221 42 3 2005-12-13 "Markets in financial instruments" "COD ***I" "Leg" "Economics" "RCV" "+" "571" 7 36 "2005-09-01" 1 1 1 1 1 1
"1221" 1222 42 1 2005-12-13 "Land law in Valencia (LRAU)" "INI" "Non" "Petitions" "RCV" "+" "546" 39 18 "2005-09-01" 1 1 1 1 1 1
"1222" 1223 42 2 2005-12-13 "Land law in Valencia (LRAU)" "INI" "Non" "Petitions" "RCV" "-" "265" 315 15 "2005-09-01" 0 1 0 0 1 0
"1223" 1224 42 3 2005-12-13 "Land law in Valencia (LRAU)" "COD ***I" "Leg" "Petitions" "RCV" "-" "242" 357 22 "2005-09-01" 0 1 0 0 1 0
"1224" 1225 42 4 2005-12-13 "Land law in Valencia (LRAU)" "COD ***I" "Leg" "Petitions" "RCV" "+" "566" 20 24 "2005-09-01" 1 1 1 1 1 1
"1225" 1226 42 5 2005-12-13 "Land law in Valencia (LRAU)" "COD ***I" "Leg" "Petitions" "RCV" "-" "267" 335 18 "2005-09-01" 0 1 0 0 1 0
"1226" 1227 42 6 2005-12-13 "Land law in Valencia (LRAU)" "COD ***I" "Leg" "Petitions" "RCV" "+" "288" 284 50 "2005-09-01" 1 1 0 1 0 0
"1227" 1228 42 7 2005-12-13 "Land law in Valencia (LRAU)" "COD ***I" "Leg" "Petitions" "RCV" "+" "550" 45 25 "2005-09-01" 1 1 1 1 1 1
"1228" 1229 42 1 2005-12-13 "Corporate tax" "COD ***I" "Leg" "Economics" "RCV" "-" "126" 383 105 "2005-09-01" 0 0 1 1 0 0
"1229" 1230 42 2 2005-12-13 "Corporate tax" "COD ***I" "Leg" "Economics" "RCV" "-" "116" 385 113 "2005-09-01" 0 0 1 1 0 0
"1230" 1231 42 3 2005-12-13 "Corporate tax" "COD ***I" "Leg" "Economics" "RCV" "+" "392" 121 89 "2005-09-01" 1 1 1 1 1 1
"1231" 1232 43 1 2005-12-14 "Data retention" "***I" "Leg" "Civil liberties, justice & home affairs" "RCV" "-" "161" 428 13 "2005-09-01" 0 0 0 1 1 1
"1232" 1233 43 2 2005-12-14 "Data retention" "***I" "Leg" "Civil liberties, justice & home affairs" "RCV" "+" "402" 184 24 "2005-09-01" 0 1 1 0 0 1
"1233" 1234 43 3 2005-12-14 "Data retention" "***I" "Leg" "Civil liberties, justice & home affairs" "RCV" "+" "414" 155 44 "2005-09-01" 0 1 1 0 0 1
"1234" 1235 43 4 2005-12-14 "Data retention" "***I" "Leg" "Civil liberties, justice & home affairs" "RCV" "+" "407" 192 17 "2005-09-01" 0 1 1 0 0 1
"1235" 1236 43 5 2005-12-14 "Data retention" "***I" "Leg" "Civil liberties, justice & home affairs" "RCV" "+" "410" 194 14 "2005-09-01" 0 1 1 0 0 1
"1236" 1237 43 6 2005-12-14 "Data retention" "***I" "Leg" "Civil liberties, justice & home affairs" "RCV" "+" "409" 192 13 "2005-09-01" 0 1 1 0 0 1
"1237" 1238 43 7 2005-12-14 "Data retention" "***I" "Leg" "Civil liberties, justice & home affairs" "RCV" "+" "387" 204 29 "2005-09-01" 0 1 1 0 0 1
"1238" 1239 43 8 2005-12-14 "Data retention" "***I" "Leg" "Civil liberties, justice & home affairs" "RCV" "+" "378" 197 30 "2005-09-01" 0 1 1 0 0 1
"1239" 1240 44 1 2005-12-15 "Rejection of the draft general budg" "BUD" "Bud" "Budget" "RCV" "-" "32" 472 10 "2005-09-01" 0 0 0 1 1 1
"1240" 1241 44 1 2005-12-15 "Draft general budget of the Europea" "BUD" "Bud" "Budget" "RCV" "+" "467" 63 4 "2005-09-01" 1 1 1 1 1 1
"1241" 1242 44 2 2005-12-15 "Draft general budget of the Europea" "BUD" "Bud" "Budget" "RCV" "+" "430" 96 12 "2005-09-01" 1 1 1 1 1 1
"1242" 1243 44 3 2005-12-15 "Draft general budget of the Europea" "BUD" "Bud" "Budget" "RCV" "+" "448" 69 16 "2005-09-01" 1 1 1 1 1 1
"1243" 1244 44 4 2005-12-15 "Draft general budget of the Europea" "BUD" "Bud" "Budget" "RCV" "+" "430" 90 13 "2005-09-01" 1 1 1 1 1 1
"1244" 1245 44 5 2005-12-15 "Draft general budget of the Europea" "BUD" "Bud" "Budget" "RCV" "+" "437" 72 14 "2005-09-01" 1 1 1 1 1 1
"1245" 1246 44 6 2005-12-15 "Draft general budget of the Europea" "BUD" "Bud" "Budget" "RCV" "+" "456" 67 7 "2005-09-01" 1 1 1 1 1 1
"1246" 1247 44 1 2005-12-15 "Draft general budget for 2006 (all " "BUD" "Bud" "Budget" "RCV" "-" "91" 424 20 "2005-09-01" 0 0 0 1 1 1
"1247" 1248 44 2 2005-12-15 "Draft general budget for 2006 (all " "BUD" "Bud" "Budget" "RCV" "-" "92" 414 26 "2005-09-01" 0 0 0 1 1 1
"1248" 1249 44 3 2005-12-15 "Draft general budget for 2006 (all " "BUD" "Bud" "Budget" "RCV" "-" "102" 412 12 "2005-09-01" 0 0 0 1 1 1
"1249" 1250 44 4 2005-12-15 "Draft general budget for 2006 (all " "BUD" "Bud" "Budget" "RCV" "+" "481" 47 11 "2005-09-01" 1 1 1 1 1 1
"1250" 1251 44 5 2005-12-15 "Draft general budget for 2006 (all " "BUD" "Bud" "Budget" "RCV" "+" "339" 181 11 "2005-09-01" 1 1 0 1 0 0
"1251" 1252 44 6 2005-12-15 "Draft general budget for 2006 (all " "BUD" "Bud" "Budget" "RCV" "+" "284" 214 40 "2005-09-01" 1 1 0 1 0 0
"1252" 1253 44 1 2005-12-15 "Charging of heavy goods vehicles" "COD ***II" "Leg" "Transport & tourism" "RCV" "+" "489" 34 16 "2005-09-01" 1 1 1 1 1 1
"1253" 1254 44 2 2005-12-15 "Charging of heavy goods vehicles" "COD ***II" "Leg" "Transport & tourism" "RCV" "+" "423" 88 29 "2005-09-01" 1 1 1 1 1 1
"1254" 1255 44 3 2005-12-15 "Charging of heavy goods vehicles" "COD ***II" "Leg" "Transport & tourism" "RCV" "+" "411" 76 51 "2005-09-01" 1 1 1 1 1 1
"1255" 1256 44 4 2005-12-15 "Charging of heavy goods vehicles" "COD ***II" "Leg" "Transport & tourism" "RCV" "+" "417" 82 35 "2005-09-01" 1 1 1 1 1 1
"1256" 1257 44 1 2005-12-15 "The rights of persons with reduced " "COD ***I" "Leg" "Transport & tourism" "RCV" "+" "506" 6 1 "2005-09-01" 1 1 1 1 1 1
"1257" 1258 44 1 2005-12-15 "Common fisheries policy and the Law" "CNS *" "Leg" "Fisheries" "RCV" "+" "284" 229 24 "2005-09-01" 1 0 1 0 1 0
"1258" 1259 44 2 2005-12-15 "Common fisheries policy and the Law" "CNS *" "Leg" "Fisheries" "RCV" "-" "101" 423 9 "2005-09-01" 0 0 0 1 1 1
"1259" 1260 44 1 2005-12-15 "Promoting and protecting consumers’" "INI" "Non" "Internal market & consumer protection" "RCV" "+" "512" 22 10 "2005-09-01" 1 1 1 1 1 1
"1260" 1261 44 1 2005-12-15 "Direct State aid as a tool of regio" "INI" "Non" "Regional development" "RCV" "+" "280" 255 9 "2005-09-01" 0 1 0 0 1 0
"1261" 1262 44 2 2005-12-15 "Direct State aid as a tool of regio" "INI" "Non" "Regional development" "RCV" "-" "144" 382 19 "2005-09-01" 1 0 0 0 0 1
"1262" 1263 44 3 2005-12-15 "Direct State aid as a tool of regio" "INI" "Non" "Regional development" "RCV" "-" "162" 376 9 "2005-09-01" 1 0 0 0 0 1
"1263" 1264 44 4 2005-12-15 "Direct State aid as a tool of regio" "INI" "Non" "Regional development" "RCV" "+" "337" 156 48 "2005-09-01" 0 1 1 0 0 1
"1264" 1265 44 5 2005-12-15 "Direct State aid as a tool of regio" "INI" "Non" "Regional development" "RCV" "-" "79" 449 14 "2005-09-01" 0 0 0 1 1 1
"1265" 1266 44 6 2005-12-15 "Direct State aid as a tool of regio" "INI" "Non" "Regional development" "RCV" "-" "71" 464 8 "2005-09-01" 0 0 0 1 1 1
"1266" 1267 44 7 2005-12-15 "Direct State aid as a tool of regio" "INI" "Non" "Regional development" "RCV" "-" "99" 434 7 "2005-09-01" 0 0 0 1 1 1
"1267" 1268 44 8 2005-12-15 "Direct State aid as a tool of regio" "INI" "Non" "Regional development" "RCV" "-" "102" 422 16 "2005-09-01" 0 0 0 1 1 1
"1268" 1269 44 1 2005-12-15 "Bulgaria" "INI" "Non" "Foreign & security policy" "RCV" "+" "241" 239 17 "2005-09-01" 0 0 1 1 0 0
"1269" 1270 44 1 2005-12-15 "Women’s networks" "INI" "Non" "Fisheries" "RCV" "+" "365" 8 13 "2005-09-01" 1 1 1 1 1 1
"1270" 1271 44 1 2005-12-15 "Ethiopia and new border conflicts " "RSP" "Non" "Foreign & security policy" "RCV" "+" "93" 0 1 "2005-09-01" 1 1 1 1 1 1
"1271" 1272 1 1 2006-01-17 "Statistics of goods transport by in" "***I" "Leg" "Transport & tourism" "RCV" "+" "561" 19 8 "2005-09-01" 1 1 1 1 1 1
"1272" 1273 1 1 2006-01-17 "Citizenship of the Union – fourth r" "INI" "Non" "Civil liberties, justice & home affairs" "RCV" "+" "294" 292 10 "2005-09-01" 1 0 1 0 1 0
"1273" 1274 1 2 2006-01-17 "Citizenship of the Union – fourth r" "INI" "Non" "Civil liberties, justice & home affairs" "RCV" "-" "276" 343 10 "2005-09-01" 1 0 1 0 1 0
"1274" 1275 1 3 2006-01-17 "Citizenship of the Union – fourth r" "INI" "Non" "Civil liberties, justice & home affairs" "RCV" "-" "290" 321 27 "2005-09-01" 1 0 1 0 1 0
"1275" 1276 1 4 2006-01-17 "Citizenship of the Union – fourth r" "INI" "Non" "Civil liberties, justice & home affairs" "RCV" "-" "265" 355 26 "2005-09-01" 1 0 1 0 1 0
"1276" 1277 1 5 2006-01-17 "Citizenship of the Union – fourth r" "INI" "Non" "Civil liberties, justice & home affairs" "RCV" "-" "217" 399 24 "2005-09-01" 0 0 1 1 0 0
"1277" 1278 1 6 2006-01-17 "Citizenship of the Union – fourth r" "INI" "Non" "Civil liberties, justice & home affairs" "RCV" "+" "320" 316 17 "2005-09-01" 1 0 1 0 1 0
"1278" 1279 1 7 2006-01-17 "Citizenship of the Union – fourth r" "INI" "Non" "Civil liberties, justice & home affairs" "RCV" "-" "294" 343 5 "2005-09-01" 1 0 1 0 1 0
"1279" 1280 1 8 2006-01-17 "Citizenship of the Union – fourth r" "INI" "Non" "Civil liberties, justice & home affairs" "RCV" "-" "310" 326 7 "2005-09-01" 1 0 1 0 1 0
"1280" 1281 1 9 2006-01-17 "Citizenship of the Union – fourth r" "INI" "Non" "Civil liberties, justice & home affairs" "RCV" "-" "284" 338 26 "2005-09-01" 1 0 1 0 1 0
"1281" 1282 1 10 2006-01-17 "Citizenship of the Union – fourth r" "INI" "Non" "Civil liberties, justice & home affairs" "RCV" "-" "117" 523 6 "2005-09-01" 1 0 0 0 0 1
"1282" 1283 1 11 2006-01-17 "Citizenship of the Union – fourth r" "INI" "Non" "Civil liberties, justice & home affairs" "RCV" "+" "519" 113 21 "2005-09-01" 1 1 1 1 1 1
"1283" 1284 1 12 2006-01-17 "Citizenship of the Union – fourth r" "INI" "Non" "Civil liberties, justice & home affairs" "RCV" "-" "276" 347 22 "2005-09-01" 0 0 1 1 0 0
"1284" 1285 1 1 2006-01-17 "Combating the trafficking of women " "INI" "Non" "Gender equality" "RCV" "+" "319" 280 25 "2005-09-01" 0 1 0 0 1 0
"1285" 1286 1 2 2006-01-17 "Combating the trafficking of women " "INI" "Non" "Gender equality" "RCV" "-" "307" 310 25 "2005-09-01" 0 1 0 0 1 0
